Date,Close
04/02/2016,111.51
05/02/2016,106.6
08/02/2016,105.34
09/02/2016,106.98
10/02/2016,105.29
11/02/2016,106.12
12/02/2016,108.82
16/02/2016,110.79
17/02/2016,114.15
18/02/2016,111.91
19/02/2016,114.13
22/02/2016,111.25
23/02/2016,115.25
24/02/2016,116
25/02/2016,119.25
26/02/2016,119.9
29/02/2016,118.46
01/03/2016,118.31
02/03/2016,119.96
03/03/2016,120.76
04/03/2016,126.29
07/03/2016,122.03
08/03/2016,123.79
09/03/2016,122.6
10/03/2016,125.93
11/03/2016,124.93
14/03/2016,124.18
15/03/2016,123.07
16/03/2016,123.1
17/03/2016,123.68
18/03/2016,124.35
21/03/2016,122.35
22/03/2016,121.97
23/03/2016,121.15
24/03/2016,120.2
28/03/2016,121.01
29/03/2016,123.86
30/03/2016,123.62
31/03/2016,124.83
01/04/2016,128.58
04/04/2016,126.51
05/04/2016,123.11
06/04/2016,125.39
07/04/2016,124
08/04/2016,123.01
11/04/2016,121.55
12/04/2016,121.87
13/04/2016,125
14/04/2016,125.69
15/04/2016,124.68
18/04/2016,124.45
19/04/2016,126.18
20/04/2016,129.11
21/04/2016,128.24
22/04/2016,129.46
25/04/2016,128.58
26/04/2016,129.4
27/04/2016,125.71
28/04/2016,123.75
29/04/2016,122.76
02/05/2016,123.31
03/05/2016,120.86
04/05/2016,122.73
05/05/2016,124.41
06/05/2016,125.46
09/05/2016,127.29
10/05/2016,127.12
11/05/2016,128.71
12/05/2016,131.92
13/05/2016,130.6
16/05/2016,132.6
17/05/2016,131.24
18/05/2016,133.42
19/05/2016,133.14
20/05/2016,134.43
23/05/2016,134.37
24/05/2016,138.47
25/05/2016,140
26/05/2016,138.76
27/05/2016,140.58
31/05/2016,139.94
01/06/2016,140.65
02/06/2016,141.45
03/06/2016,141.7
06/06/2016,143.25
07/06/2016,141.75
08/06/2016,143.55
09/06/2016,142.23
10/06/2016,141.84
13/06/2016,142.07
14/06/2016,141.49
15/06/2016,141.6
16/06/2016,142.52
17/06/2016,140.48
20/06/2016,140.95
21/06/2016,138.73
22/06/2016,139.24
23/06/2016,144.13
24/06/2016,139.18
27/06/2016,135.87
28/06/2016,141.26
29/06/2016,142.02
30/06/2016,145.4
01/07/2016,143.59
05/07/2016,144.59
06/07/2016,150.03
07/07/2016,149.27
08/07/2016,151.72
11/07/2016,150.81
12/07/2016,151.08
13/07/2016,150.7
14/07/2016,151.51
15/07/2016,151.41
18/07/2016,149.97
19/07/2016,152.03
20/07/2016,152.05
21/07/2016,151.38
22/07/2016,152.74
25/07/2016,153.47
26/07/2016,153.71
27/07/2016,153.8
28/07/2016,159.76
29/07/2016,161.66
01/08/2016,161.47
02/08/2016,161.83
03/08/2016,161.74
04/08/2016,162.41
05/08/2016,162.83
08/08/2016,161.77
09/08/2016,161.44
10/08/2016,162.11
11/08/2016,161.99
12/08/2016,162.22
15/08/2016,164.49
16/08/2016,163.06
17/08/2016,164.62
18/08/2016,166.89
19/08/2016,166.71
22/08/2016,165.26
23/08/2016,164.83
24/08/2016,165.37
25/08/2016,165.95
26/08/2016,166.16
29/08/2016,167.81
30/08/2016,168.94
31/08/2016,168.54
01/09/2016,169.53
02/09/2016,172.54
06/09/2016,168.88
07/09/2016,169.02
08/09/2016,168.72
09/09/2016,171.38
12/09/2016,172.02
13/09/2016,169.51
14/09/2016,169.52
15/09/2016,173.34
16/09/2016,172.76
19/09/2016,170.74
20/09/2016,172.83
21/09/2016,173.34
22/09/2016,172.84
23/09/2016,170.75
26/09/2016,167.88
27/09/2016,170.27
28/09/2016,171.01
29/09/2016,166.14
30/09/2016,165.59
03/10/2016,164.16
04/10/2016,162.2
05/10/2016,161.29
06/10/2016,160.34
07/10/2016,159.19
10/10/2016,158.82
11/10/2016,156.89
12/10/2016,157.22
13/10/2016,154.96
14/10/2016,154.22
17/10/2016,152.29
18/10/2016,154.75
19/10/2016,153.34
20/10/2016,151.4
21/10/2016,152.22
24/10/2016,153.26
25/10/2016,152.22
26/10/2016,153.15
27/10/2016,150.64
28/10/2016,150.13
31/10/2016,150.76
01/11/2016,148.31
02/11/2016,147.69
03/11/2016,147.8
04/11/2016,150.47
07/11/2016,153.12
08/11/2016,155.21
09/11/2016,161.25
10/11/2016,159.91
11/11/2016,161.92
14/11/2016,165.61
15/11/2016,163.61
16/11/2016,165.83
17/11/2016,171.02
18/11/2016,169.46
21/11/2016,170.09
22/11/2016,169.38
23/11/2016,168.46
25/11/2016,169.62
28/11/2016,169.15
29/11/2016,168.96
30/11/2016,165.77
01/12/2016,162.9
02/12/2016,161.9
05/12/2016,164.06
06/12/2016,166.38
07/12/2016,163.47
08/12/2016,164.94
09/12/2016,166.97
12/12/2016,168.19
13/12/2016,168.93
14/12/2016,164.52
15/12/2016,167.12
16/12/2016,162.39
19/12/2016,160.65
20/12/2016,157.06
21/12/2016,153.67
22/12/2016,150.2
23/12/2016,149.42
27/12/2016,149.49
28/12/2016,148.43
29/12/2016,145.53
30/12/2016,146.92
03/01/2017,150.18
04/01/2017,152.92
05/01/2017,152.71
06/01/2017,157.15
09/01/2017,156.79
10/01/2017,156.06
11/01/2017,156.99
12/01/2017,156.35
13/01/2017,156.85
17/01/2017,155.51
18/01/2017,156.51
19/01/2017,155.23
20/01/2017,156.89
23/01/2017,155.39
24/01/2017,158.36
25/01/2017,175.99
26/01/2017,180.41
